customer_id,segment,region,avg_monthly_spend,payment_delay_days,customer_satisfaction,interaction_count,issue_resolution_time,debt_status,demand_cluster,churn_risk,debt_risk
1509,High-Value,Urban,1388.0003451425669,49,4.278015403538535,17,19.83520750907136,Late Payment,0,0,0
1510,Low-Value,Rural,1186.9038144446247,19,6.851405986646446,12,17.863959195334484,Paid on Time,1,0,0
1511,Medium-Value,Urban,1012.1712702560882,65,8.755101875750562,18,27.139879882973926,Late Payment,1,0,0
1512,Low-Value,Urban,1033.67380052207,35,2.1887090411258536,47,1.618340130940668,Paid on Time,1,1,0
1513,Low-Value,Rural,1471.7562274172085,78,8.324219595341468,28,5.495996480536249,Default,0,0,1
1514,High-Value,Rural,1881.709144376162,37,8.315410552020957,3,19.1069027092673,Default,0,0,1
1515,High-Value,Rural,273.3781523261914,21,6.282274209310775,15,2.909013349952768,Default,2,0,1
1516,Low-Value,Suburban,137.05503045998844,107,7.845831456202231,16,19.704144066760048,Default,2,0,1
1517,High-Value,Rural,1630.8391057142867,60,2.636926283364286,22,29.539511233732764,Default,0,1,1
1518,Medium-Value,Rural,305.52183634644274,49,2.5262740073864207,49,26.48543487084148,Default,2,1,1
1519,Medium-Value,Rural,1974.7239125528054,95,8.765200307158544,31,18.136590796737426,Late Payment,0,0,0
1520,High-Value,Urban,1276.7616730217908,58,5.483335935111103,31,26.925323554872904,Default,1,0,1
1521,Medium-Value,Urban,1336.6461509828673,19,3.2134349282756416,1,4.371776386721692,Late Payment,1,1,0
1522,High-Value,Suburban,477.894235582233,35,7.198573218456914,11,14.18613078284136,Default,2,0,1
1523,Low-Value,Urban,556.5933895636815,96,9.026876502407989,6,13.431607358550197,Paid on Time,2,0,0
1524,Low-Value,Suburban,1352.7655758885753,14,6.690903813498248,23,10.756980022796741,Paid on Time,1,0,0
1525,Medium-Value,Urban,1828.4809920749742,61,4.126105386460155,9,1.0058405458950022,Paid on Time,0,0,0
1526,High-Value,Rural,1966.5420535833766,113,5.349139887637131,16,26.83984153972631,Late Payment,0,0,0
1527,High-Value,Urban,476.258798599078,109,7.770425148508056,38,23.553491694431052,Default,2,0,1
1528,Medium-Value,Suburban,354.8272831486013,2,1.6075110598514877,44,19.932867952393874,Late Payment,2,1,0
1529,Low-Value,Urban,207.1625797455019,92,2.9544806436079805,19,4.740038471697387,Default,2,1,1
1530,Medium-Value,Rural,1749.764334506523,110,5.163248679845025,45,11.967948877053619,Paid on Time,0,0,0
1531,Low-Value,Suburban,659.9582090272906,90,6.438168676873889,13,27.805482923667103,Late Payment,2,0,0
1532,High-Value,Rural,103.44286435157815,4,4.0524903193809205,32,18.89095854701685,Default,2,0,1
1533,Low-Value,Rural,525.2543635072147,55,3.6855182968289264,36,18.498905559254727,Late Payment,2,1,0
1534,Medium-Value,Suburban,746.8380521888951,30,1.3724577612974915,9,27.480670667954005,Late Payment,1,1,0
1535,High-Value,Rural,1982.873722043702,85,1.2934159484630279,46,17.235178022089492,Paid on Time,0,1,0
1536,Medium-Value,Rural,1094.7290283284551,34,3.5082536887254303,46,18.331074208152398,Paid on Time,1,1,0
1537,Medium-Value,Urban,488.9565004306925,117,5.774554900805887,49,11.025755139810302,Paid on Time,2,0,0
1538,Low-Value,Rural,736.154854955557,70,6.0073434680087034,37,11.771786947738777,Paid on Time,1,0,0
1539,Medium-Value,Rural,727.5846063580691,69,5.44624743580182,31,20.882599010010424,Paid on Time,2,0,0
1540,Low-Value,Rural,137.47891828003344,25,4.688926156025508,31,10.29262128230805,Default,2,0,1
1541,High-Value,Rural,356.84780292571713,117,3.270624303351887,19,17.214129697047653,Default,2,1,1
1542,Low-Value,Suburban,1420.8732734361013,0,4.606249884335039,2,9.096704043540809,Paid on Time,0,0,0
1543,High-Value,Urban,328.4768744843958,82,2.2488396884696216,45,5.817631900678915,Paid on Time,2,1,0
1544,Low-Value,Rural,538.3951255516257,6,2.037333061234331,32,14.177671309222342,Paid on Time,2,1,0
1545,Medium-Value,Rural,766.4008669681867,35,3.6994893113241227,43,7.305934360009109,Late Payment,1,1,0
1546,Low-Value,Suburban,1539.696394554358,75,9.958139167844976,34,27.056334847364685,Paid on Time,0,0,0
1547,Low-Value,Rural,1206.5618332490856,83,3.938472527647586,1,9.804776008983954,Default,1,1,1
1548,High-Value,Suburban,1409.0999714782797,86,9.428107513195947,21,18.324660770640314,Default,0,0,1
1549,Medium-Value,Urban,1177.3234182983272,24,4.530359311909246,3,8.639813375810913,Late Payment,1,0,0
1550,Low-Value,Urban,1398.8256079215512,93,4.951089920796484,27,8.482558619018228,Default,0,0,1
1551,Medium-Value,Rural,105.40009196154764,58,8.173565948820066,44,11.168446362873828,Paid on Time,2,0,0
1552,Low-Value,Rural,1868.706474305716,60,1.8427449470271102,7,27.560362452307523,Late Payment,0,1,0
1553,Low-Value,Rural,310.74843866213234,28,2.6408199123427556,33,12.353434410272731,Late Payment,2,1,0
1554,Medium-Value,Suburban,871.8732823561191,94,9.764562384776932,9,24.816727613300188,Default,1,0,1
1555,Low-Value,Rural,1564.9729034652241,17,5.553256059646252,30,6.721644161614556,Paid on Time,0,0,0
1556,Medium-Value,Rural,926.9383642179055,40,1.3987871398776726,18,2.396916750956501,Paid on Time,1,1,0
1557,Low-Value,Urban,1899.00084816828,18,1.4264265975044546,26,23.668659717741804,Paid on Time,0,1,0
1558,High-Value,Rural,988.4190021476568,117,9.165166153996534,20,16.71437202625594,Late Payment,1,0,0
1559,Medium-Value,Urban,1762.3848706450756,3,8.860285806028458,38,15.608048577780721,Default,0,0,1
1560,Low-Value,Rural,1640.5734153883147,64,5.125591962505901,41,8.893969628232995,Default,0,0,1
1561,Low-Value,Urban,1963.873975317498,40,2.4689987735013887,31,3.097193430921203,Default,0,1,1
1562,High-Value,Rural,1860.4407834268534,14,8.472561457262318,8,15.002941053652535,Paid on Time,0,0,0
1563,Medium-Value,Urban,1806.4352859544695,53,3.9214009655168542,23,26.14956440518178,Late Payment,0,1,0
1564,Low-Value,Suburban,1490.0482469869899,63,4.771525587967858,25,4.480638397401091,Late Payment,0,0,0
1565,High-Value,Urban,797.2964798096194,71,7.142287411443862,47,27.945955501067996,Default,1,0,1
1566,Low-Value,Urban,301.6382952733146,14,4.18058518066889,1,8.967143327006827,Default,2,0,1
1567,Medium-Value,Urban,1408.425599302341,78,6.658029340284637,46,16.433402492031206,Late Payment,0,0,0
1568,Low-Value,Rural,1959.4427545421333,49,8.967544393983259,18,2.928743468530873,Default,0,0,1
1569,Low-Value,Rural,1480.5484309305511,102,8.176359418970296,19,13.326351220276727,Late Payment,0,0,0
1570,Low-Value,Rural,1864.5858016269374,21,4.434499664804443,42,4.651038705807741,Late Payment,0,0,0
1571,Low-Value,Suburban,1628.1789546154819,17,3.591428992333613,6,2.391239796239017,Default,0,1,1
1572,High-Value,Suburban,409.91788272168964,79,3.5695940386560308,17,29.030173109401844,Late Payment,2,1,0
1573,High-Value,Urban,573.4871641234458,1,4.1373203533892475,46,22.172741528459845,Late Payment,2,0,0
1574,Medium-Value,Suburban,749.5446433484657,35,5.441652880522951,45,21.85267390939616,Default,1,0,1
1575,High-Value,Urban,419.69484424220786,19,4.749377326245488,8,3.6259409950288104,Default,2,0,1
1576,High-Value,Urban,1205.1375320787129,15,2.1970361888889207,42,27.951165210144516,Default,1,1,1
1577,Medium-Value,Urban,1953.3559958564074,66,2.4711027250051747,9,14.614586935286683,Late Payment,0,1,0
1578,High-Value,Suburban,1546.7717835287015,119,4.0863664845836505,37,25.7162379736655,Default,0,0,1
1579,High-Value,Rural,904.4348232281776,29,6.058576900529716,27,1.3654319322993524,Default,1,0,1
1580,Medium-Value,Suburban,108.55851386254845,54,6.333975551201452,36,9.6479879587877,Late Payment,2,0,0
1581,Medium-Value,Urban,695.2244211625396,65,5.37586358406967,6,29.8853665416675,Late Payment,2,0,0
1582,Medium-Value,Urban,1100.842646615209,98,7.648982930867631,6,13.407303238166575,Default,1,0,1
1583,Low-Value,Suburban,716.0766603187442,25,7.635239098810629,45,26.766312627066284,Default,2,0,1
1584,Low-Value,Urban,310.9663537453331,56,4.848647245186497,4,10.511952102760151,Late Payment,2,0,0
1585,Medium-Value,Urban,941.2534180375997,68,2.1199672968484986,22,16.23454483577798,Late Payment,1,1,0
1586,Medium-Value,Suburban,581.1803522348608,1,5.771572927904109,40,25.772352911852856,Paid on Time,2,0,0
1587,Medium-Value,Suburban,1827.5415152768528,114,4.4332215759444935,27,18.568796245914125,Late Payment,0,0,0
1588,Low-Value,Suburban,293.3336041519299,55,2.24130690787333,37,22.030577936696638,Late Payment,2,1,0
1589,Low-Value,Urban,193.38999457694973,83,9.836354889683554,2,7.636162922367359,Paid on Time,2,0,0
1590,High-Value,Urban,110.0969213942379,61,4.32779850352092,9,5.520822686199043,Default,2,0,1
1591,High-Value,Rural,723.3324005227497,33,6.632180556591078,11,7.678886858880024,Paid on Time,2,0,0
1592,Medium-Value,Rural,1354.7349925816884,97,5.41115975202937,20,15.298410742324647,Late Payment,1,0,0
1593,Low-Value,Suburban,1487.786130475406,117,2.2854545129508947,43,24.22797817826673,Paid on Time,0,1,0
1594,Low-Value,Rural,961.1971984252739,55,1.4998926103531351,39,11.265821663811723,Paid on Time,1,1,0
1595,Low-Value,Urban,1400.2244358650066,54,6.6319247357376305,14,17.379657677767163,Paid on Time,0,0,0
1596,Medium-Value,Rural,783.8366688091905,19,3.22319683313097,26,24.339561368368898,Paid on Time,1,1,0
1597,High-Value,Urban,1368.8318179745722,49,3.1928859965234353,38,7.924517516686615,Paid on Time,0,1,0
1598,Medium-Value,Suburban,177.13237207450948,24,9.612785707392796,30,26.606296312674473,Paid on Time,2,0,0
1599,High-Value,Suburban,842.4306706773078,83,5.155959738801623,36,28.639387054449116,Default,1,0,1
1600,High-Value,Urban,1602.6143875030405,24,1.2648345985062033,38,2.130133938180327,Paid on Time,0,1,0
1601,Medium-Value,Rural,1625.7114578721025,52,4.058584436348261,35,2.714222192458829,Paid on Time,0,0,0
1602,High-Value,Suburban,1460.6826798638197,13,6.26042388027004,6,3.63783184364029,Paid on Time,0,0,0
1603,High-Value,Suburban,488.05337908274237,59,3.9571067666540873,3,23.526283846779695,Paid on Time,2,1,0
1604,Low-Value,Rural,569.6897259682032,110,1.2416675863072808,1,6.490771410190353,Late Payment,2,1,0
1605,High-Value,Rural,1992.5685818025734,107,4.998801389200619,18,22.045183607511305,Paid on Time,0,0,0
1606,Medium-Value,Urban,296.4182136837238,42,1.9531570255730006,23,13.797006026284706,Paid on Time,2,1,0
1607,Medium-Value,Rural,443.25912791457785,106,6.57244022196434,32,25.251395271770676,Paid on Time,2,0,0
1608,High-Value,Rural,347.0498857352519,61,6.576283902004192,29,24.448106971323575,Default,2,0,1
1609,Low-Value,Rural,722.5444309988696,102,1.3398322563856064,23,28.830214280090964,Paid on Time,2,1,0
1610,Low-Value,Urban,499.3340869444544,75,3.615996354394395,36,8.28009766381592,Late Payment,2,1,0
1611,High-Value,Urban,1045.607123140767,111,4.723176373651034,6,7.647935720388933,Default,1,0,1
1612,High-Value,Suburban,1004.4393430722278,68,5.952376880732602,17,1.913731283369379,Late Payment,1,0,0
1613,Medium-Value,Urban,1812.860676957476,62,3.664570867373756,18,12.902066767369337,Default,0,1,1
1614,High-Value,Suburban,166.0059001450848,1,3.5897186129625833,31,14.312831893907095,Default,2,1,1
1615,Low-Value,Rural,707.7711956687504,53,9.847136406252334,6,28.970901169453704,Paid on Time,2,0,0
1616,High-Value,Suburban,1233.6499947944712,15,1.3767651614880991,34,25.09277353098722,Paid on Time,1,1,0
1617,Medium-Value,Suburban,1249.1233475035312,54,9.901408726820367,44,5.836959823447783,Default,1,0,1
1618,Medium-Value,Rural,1012.2398351269975,93,1.4297674697055687,44,24.156191515637822,Paid on Time,1,1,0
1619,Medium-Value,Suburban,1649.7645275478042,110,3.5950728501521727,27,6.17067914423692,Paid on Time,0,1,0
1620,Medium-Value,Urban,219.1721256874717,42,5.443217694724151,36,3.2551870258755358,Default,2,0,1
1621,Medium-Value,Urban,1649.4267546022581,60,2.2896850871289267,48,25.27539979224536,Default,0,1,1
1622,High-Value,Urban,1040.0330568278368,37,2.2136172626685147,42,29.302827873850916,Late Payment,1,1,0
1623,High-Value,Urban,354.1453206463041,44,3.3068144193485125,25,3.5554377913063187,Default,2,1,1
1624,High-Value,Suburban,1782.8336357269075,50,9.761564652162125,10,24.603821410335982,Late Payment,0,0,0
1625,High-Value,Suburban,1333.5346811278307,41,4.421051729871078,39,25.917166810651857,Late Payment,1,0,0
1626,Medium-Value,Rural,410.7368049658646,23,6.093953544422726,46,4.443911943726823,Paid on Time,2,0,0
1627,Low-Value,Suburban,163.93447445815056,114,7.338622621434817,39,9.214350681386435,Paid on Time,2,0,0
1628,High-Value,Suburban,368.1083318320336,29,7.679996519717894,12,22.276158531378883,Default,2,0,1
1629,Low-Value,Suburban,1256.7161243427477,36,7.1923686971081935,11,24.424178107893322,Default,1,0,1
1630,High-Value,Rural,440.66284699409204,52,4.032353738725524,49,11.26524953944029,Late Payment,2,0,0
1631,High-Value,Urban,528.9498422625534,62,2.005550446204562,43,5.6379525907061065,Late Payment,2,1,0
1632,Low-Value,Suburban,147.76547893699694,102,3.535448277998898,3,19.8019898042679,Paid on Time,2,1,0
1633,Medium-Value,Rural,1473.5682772533469,10,2.8926570409255596,22,21.357089494060865,Default,0,1,1
1634,High-Value,Rural,1639.6923595429305,77,2.226495743823851,4,15.60462776295581,Default,0,1,1
1635,High-Value,Rural,1614.011535867034,22,1.2204705857645683,8,5.203290961560452,Default,0,1,1
1636,High-Value,Urban,342.37948759214004,116,9.421532641525728,14,25.49011558535575,Default,2,0,1
1637,Low-Value,Suburban,1816.2721420386426,79,9.289309478908043,20,19.71271281292898,Paid on Time,0,0,0
1638,Medium-Value,Rural,1377.329776000752,49,1.4537530506715233,24,26.205763216094223,Paid on Time,0,1,0
1639,Low-Value,Urban,1805.3043825160426,84,2.5577611553836164,14,28.056103160212395,Late Payment,0,1,0
1640,Low-Value,Rural,949.6049586082609,54,2.255504243165143,28,24.365237807703995,Paid on Time,1,1,0
1641,Medium-Value,Rural,930.2142360590257,54,3.5310064097936564,16,28.80106502097371,Late Payment,1,1,0
1642,Low-Value,Rural,1590.619385501301,3,2.83661983430867,32,28.67347462663005,Paid on Time,0,1,0
1643,Medium-Value,Rural,277.2659254058127,96,9.512681836580695,47,18.960992106319747,Paid on Time,2,0,0
1644,High-Value,Rural,1089.660669606283,53,1.7575339290418346,12,22.11704895496966,Default,1,1,1
1645,Medium-Value,Urban,1689.1300476993288,60,2.9050374430405292,16,21.282847523899186,Late Payment,0,1,0
1646,High-Value,Suburban,1677.3658698321856,110,1.7265097412462298,19,19.012949655642544,Late Payment,0,1,0
1647,Low-Value,Suburban,1916.652427050501,77,9.823468137799928,5,1.5613000990947143,Late Payment,0,0,0
1648,Low-Value,Suburban,1426.7179277080384,82,9.265721581873045,12,11.321293780483447,Paid on Time,0,0,0
1649,High-Value,Suburban,494.7641959354839,4,7.449684307888699,29,3.90227109763293,Default,2,0,1
1650,Low-Value,Urban,138.53259829970355,99,4.83375728997922,5,9.707514193833152,Paid on Time,2,0,0
1651,Medium-Value,Urban,1010.8900173914936,94,2.7116032197159328,42,2.988379400856826,Default,1,1,1
1652,High-Value,Urban,1076.0373446828555,108,2.993407525181282,17,27.68091340288862,Paid on Time,1,1,0
1653,Low-Value,Rural,556.4989105479698,17,4.987360077004103,47,14.088567554022625,Late Payment,2,0,0
1654,High-Value,Rural,336.92514953484607,43,7.914004042028334,8,6.491568982586177,Paid on Time,2,0,0
1655,Medium-Value,Rural,1213.795515761967,30,3.38256546399063,40,17.958597700854604,Late Payment,1,1,0
1656,Medium-Value,Suburban,1552.0857806458685,118,3.79712721281182,40,6.697077067805983,Default,0,1,1
1657,Low-Value,Rural,1986.992796821305,93,6.399498622640236,30,24.32876933192236,Late Payment,0,0,0
1658,Medium-Value,Suburban,1540.7749726999853,20,3.139564260504282,10,9.87165418246728,Late Payment,0,1,0
1659,High-Value,Rural,1607.9015870856038,46,6.257967591635232,20,10.132118353082992,Late Payment,0,0,0
1660,Medium-Value,Suburban,1271.2756686347152,29,4.484178039450561,45,26.228577373576154,Late Payment,1,0,0
1661,High-Value,Rural,1973.2530520430337,54,1.3093138531121324,16,17.216883654856808,Default,0,1,1
1662,High-Value,Rural,1315.9171317176838,104,4.624311576087675,41,26.731761066909787,Paid on Time,1,0,0
1663,Medium-Value,Urban,1734.4812441594381,67,9.275727515672305,16,12.973752866095385,Paid on Time,0,0,0
1664,Low-Value,Rural,1896.990827857816,68,3.6380069122011456,42,10.973903200010259,Paid on Time,0,1,0
1665,Medium-Value,Rural,1866.7311509510657,40,3.9054915049282206,3,15.679886920717138,Paid on Time,0,1,0
1666,High-Value,Urban,824.6891531883774,44,1.593467992533582,23,2.783258464884377,Late Payment,1,1,0
1667,High-Value,Suburban,249.45791079709144,73,6.5354270371236485,22,5.471822365070315,Default,2,0,1
1668,Medium-Value,Urban,426.56003482456896,90,8.64318127868505,28,7.366127436063203,Default,2,0,1
1669,Low-Value,Urban,212.5242802535542,79,4.176306037837914,46,24.683641197907395,Paid on Time,2,0,0
1670,Low-Value,Suburban,300.25417617536607,29,3.1622100176798957,45,22.280163950412064,Paid on Time,2,1,0
1671,High-Value,Rural,450.8373671980255,76,9.609506687474727,36,6.605911084734364,Default,2,0,1
1672,High-Value,Suburban,748.0792015160633,99,7.705653531323396,4,9.02567936683225,Default,1,0,1
1673,Low-Value,Rural,1132.725328492644,84,6.104472033549381,38,28.3835940405467,Late Payment,1,0,0
1674,Medium-Value,Rural,1452.1959127746634,44,3.7497804971039566,24,3.4882859045547,Default,0,1,1
1675,High-Value,Suburban,500.76193860237265,116,2.987182161787608,19,16.876197846293742,Default,2,1,1
1676,High-Value,Urban,1377.7925680524647,103,7.441696351004206,11,16.13820276842047,Late Payment,0,0,0
1677,Low-Value,Suburban,1438.0922415545974,44,5.696099354236098,40,22.045526697572985,Late Payment,0,0,0
1678,Medium-Value,Rural,1161.38244004576,78,5.68539835122683,46,8.581625914251575,Late Payment,1,0,0
1679,Low-Value,Suburban,1816.8739526175502,83,1.6633883680501942,40,28.108406873139245,Default,0,1,1
1680,Medium-Value,Suburban,310.8901464514403,83,5.609750290836454,46,12.906903567232153,Default,2,0,1
1681,Medium-Value,Rural,436.530769444597,44,8.404696279355443,39,9.28586860979194,Default,2,0,1
1682,Medium-Value,Urban,914.4631663400212,54,9.52119350016183,18,10.76921308853008,Late Payment,1,0,0
1683,High-Value,Suburban,340.7541969450539,58,1.9601415773356163,12,11.11294811520828,Default,2,1,1
1684,Low-Value,Rural,1175.9626730757661,4,6.6804868962916375,14,6.768923996293117,Default,1,0,1
1685,Low-Value,Rural,856.9608865579064,117,6.115125257184222,47,27.91356367442506,Late Payment,1,0,0
1686,Medium-Value,Suburban,640.732009618245,117,9.012812418533276,18,6.0713803536706905,Paid on Time,2,0,0
1687,High-Value,Urban,422.9806447335108,31,7.761196271663843,44,26.602146395841707,Paid on Time,2,0,0
1688,High-Value,Suburban,737.1426528615996,5,9.68735682248782,42,12.742947378272396,Default,1,0,1
1689,Low-Value,Urban,1255.1227665814497,93,9.640292838237967,12,8.809018021811797,Late Payment,1,0,0
1690,High-Value,Urban,1193.991900689882,25,3.031165840106987,40,6.756759632321178,Late Payment,1,1,0
1691,High-Value,Urban,410.8856003994443,36,7.528157847103799,27,15.625927567339833,Default,2,0,1
1692,Medium-Value,Urban,337.34764040720347,12,5.77470782228405,6,20.408497746697424,Default,2,0,1
1693,High-Value,Suburban,150.6858489568578,92,2.9314179569377488,24,27.04840988335396,Paid on Time,2,1,0
1694,Medium-Value,Rural,123.6086282084713,68,2.7538217399566065,33,19.9209509275939,Late Payment,2,1,0
1695,Low-Value,Rural,1771.639827867402,24,1.7297590713965785,45,15.026212217910333,Default,0,1,1
1696,High-Value,Rural,185.66882641024085,12,8.159907487768201,16,1.9708058727685587,Late Payment,2,0,0
1697,Low-Value,Rural,1489.3201087591679,87,3.920543025580086,12,27.547380264592967,Default,0,1,1
1698,Low-Value,Rural,1756.7716828654184,94,8.712719517960698,31,27.16870804649075,Paid on Time,0,0,0
1699,High-Value,Rural,286.30991226866945,19,6.474838294208931,37,11.982792052303923,Default,2,0,1
1700,High-Value,Suburban,928.9727052827335,118,7.062700193546147,13,1.8420052175927624,Paid on Time,1,0,0
1701,Low-Value,Urban,1928.3756680311255,71,3.6250637464917697,8,22.26771699372051,Paid on Time,0,1,0
1702,High-Value,Rural,1684.8634549948117,59,5.115648514561152,38,23.958745428856833,Default,0,0,1
1703,Medium-Value,Suburban,1030.4376605299246,72,4.710858202748124,3,16.731509057105065,Default,1,0,1
1704,Medium-Value,Rural,1548.8851143039506,20,3.1211979753214107,20,12.683374572621801,Paid on Time,0,1,0
1705,High-Value,Rural,1683.4174864201614,114,8.492609516741133,4,25.68285229628697,Late Payment,0,0,0
1706,Low-Value,Urban,761.2512300585666,60,6.59876055225959,44,6.582976083915947,Late Payment,1,0,0
1707,High-Value,Urban,1795.0905420529257,83,1.3368877970776314,45,13.747187487258802,Paid on Time,0,1,0
1708,High-Value,Urban,993.8993073865979,78,8.379253174408195,2,1.7100972108420294,Paid on Time,1,0,0
1709,Low-Value,Rural,1102.833990761777,25,1.954339804257323,36,5.7563053113470986,Default,1,1,1
1710,Low-Value,Rural,1999.444511861479,53,4.633267901793033,23,28.284105805662314,Default,0,0,1
1711,Medium-Value,Rural,1702.2756356891064,41,6.141312114673401,45,17.76441426057797,Paid on Time,0,0,0
1712,Low-Value,Urban,787.363010968662,10,1.068861210950962,19,24.362177556306737,Paid on Time,1,1,0
1713,Medium-Value,Suburban,119.6566332981299,36,6.876172948986425,40,15.10851200897869,Late Payment,2,0,0
1714,Low-Value,Rural,1289.7307402083998,104,6.937326456042314,8,25.209985842247665,Late Payment,1,0,0
1715,High-Value,Rural,1437.4355096434049,10,6.872736854193821,16,16.629564814398247,Late Payment,0,0,0
1716,Medium-Value,Rural,1336.5251112724213,26,2.471211442956494,43,1.1315936889185834,Paid on Time,1,1,0
1717,Medium-Value,Suburban,1938.9384672101048,93,3.301590940961945,18,27.091271203894017,Paid on Time,0,1,0
1718,Medium-Value,Rural,1739.644951931074,82,3.226382375794662,36,5.308417475241466,Late Payment,0,1,0
1719,High-Value,Suburban,952.7802170432323,33,9.640602848616734,24,14.066088077925354,Late Payment,1,0,0
1720,High-Value,Rural,219.4292261975238,37,1.6077536850328955,1,14.823555536613014,Default,2,1,1
1721,High-Value,Suburban,1004.5116620537941,60,4.858853569331536,1,2.3698519370017013,Default,1,0,1
1722,High-Value,Rural,1409.563637927844,86,8.841285152381747,46,2.5390411777381026,Paid on Time,0,0,0
1723,High-Value,Urban,1254.6486356313087,52,7.925193950029444,36,23.114002473896498,Default,1,0,1
1724,Medium-Value,Urban,1122.4604286506813,64,8.401979121840341,11,9.713072911470151,Paid on Time,1,0,0
1725,High-Value,Urban,990.7560202289585,2,9.750642257100997,18,12.879216820956637,Paid on Time,1,0,0
1726,Medium-Value,Urban,658.147558752034,66,4.4853563104587,16,17.359262948491953,Paid on Time,2,0,0
1727,High-Value,Rural,626.9588472767956,27,3.7868974694241504,17,11.82819703187291,Late Payment,2,1,0
1728,Low-Value,Urban,1050.4398099590235,13,1.2759354113517758,24,23.476085369752624,Default,1,1,1
1729,Medium-Value,Suburban,405.1459782163331,51,2.3501742561087586,34,26.649474954955856,Default,2,1,1
1730,Low-Value,Urban,747.302304792123,29,6.058131890887217,4,2.7318186394758888,Default,1,0,1
1731,Medium-Value,Urban,715.5606219491892,57,2.4189453554800604,35,19.426698133233653,Default,2,1,1
1732,Low-Value,Urban,1215.5523230099816,53,7.626745143828196,15,10.212140216257303,Late Payment,1,0,0
1733,High-Value,Rural,226.6963706897467,68,1.3350934442434375,2,17.91498307408698,Default,2,1,1
1734,High-Value,Urban,1676.3704925036807,112,3.335392209140937,31,15.033312225836656,Default,0,1,1
1735,High-Value,Suburban,1168.518922730364,14,7.2590781104963975,9,10.676677109356184,Late Payment,1,0,0
1736,Medium-Value,Urban,1374.570693474277,37,3.299525418151574,10,3.7496537435886306,Default,0,1,1
1737,Low-Value,Urban,1435.8784171429224,77,7.558844178020177,25,17.22375743358403,Default,0,0,1
1738,High-Value,Urban,653.8198600008193,13,9.962774878876317,5,4.27098442637663,Late Payment,2,0,0
1739,Low-Value,Suburban,993.7059780312463,56,8.173755599041932,14,5.5274825571241575,Late Payment,1,0,0
1740,Low-Value,Urban,1916.8673161523677,58,4.076519128849023,42,29.48308239299639,Late Payment,0,0,0
1741,High-Value,Suburban,1556.7399521939483,112,9.10532710565435,48,10.184450520065285,Late Payment,0,0,0
1742,High-Value,Suburban,1942.158062924052,7,1.4606176210138848,38,17.948649499022657,Paid on Time,0,1,0
1743,Low-Value,Urban,1517.8832557779479,71,7.525061420025809,40,8.894726318552856,Late Payment,0,0,0
1744,High-Value,Suburban,433.64026544618304,18,1.2099009840640753,2,26.09977371957826,Default,2,1,1
1745,High-Value,Rural,222.61817930488485,31,2.570999458212685,18,9.216865535327164,Default,2,1,1
1746,High-Value,Urban,1197.5567297673608,94,9.88827167384717,29,11.639669397487179,Default,1,0,1
1747,Medium-Value,Urban,779.8452314349581,28,4.247964212448763,20,18.64323975649096,Default,1,0,1
1748,Low-Value,Suburban,623.3700292625234,40,8.384494403478149,8,26.22961452169301,Paid on Time,2,0,0
1749,Low-Value,Suburban,1633.7008932082933,74,4.384780415520418,37,24.670210481399387,Paid on Time,0,0,0
1750,Medium-Value,Urban,797.2872074557,44,8.56025605718034,49,8.651936681151934,Paid on Time,1,0,0
1751,Low-Value,Rural,702.3018424951774,12,9.688956041140969,48,25.057093767370493,Default,2,0,1
1752,High-Value,Suburban,1714.9764270211197,26,4.919826190772499,26,21.334664146337932,Default,0,0,1
1753,Low-Value,Suburban,1707.9459393242744,119,6.0341427266345145,37,29.705026221919464,Late Payment,0,0,0
1754,High-Value,Rural,777.0966117346076,18,6.65775540967211,49,28.127982371601288,Late Payment,1,0,0
1755,Medium-Value,Rural,1681.747531873336,25,9.41351321957712,4,16.460964939315943,Default,0,0,1
1756,High-Value,Urban,1716.479131632055,52,3.310696786911021,33,22.747929956583697,Late Payment,0,1,0
1757,Low-Value,Rural,905.4680165563659,50,6.50124435550354,22,17.53521135762962,Late Payment,1,0,0
1758,Low-Value,Urban,226.29894739742596,36,3.9224820540082828,6,18.254867821334198,Default,2,1,1
1759,Low-Value,Rural,103.01082448604619,111,2.952398621641775,33,3.943524069355584,Paid on Time,2,1,0
1760,Medium-Value,Suburban,1094.2556794890907,8,1.7642830512089276,28,1.0651255458520026,Default,1,1,1
1761,Medium-Value,Urban,753.7434374036758,91,6.58639777362354,24,2.397404859771731,Default,1,0,1
1762,Low-Value,Urban,1994.5505989008955,95,8.938769309844115,4,29.032289368938304,Late Payment,0,0,0
1763,High-Value,Urban,1567.58089929184,51,4.162535999600613,2,4.661778609766687,Late Payment,0,0,0
1764,Medium-Value,Rural,1546.4233670657839,53,5.974016825736795,13,2.2873014210803957,Default,0,0,1
1765,Low-Value,Suburban,1914.961259745953,2,6.779204157647042,46,9.979682081507786,Paid on Time,0,0,0
1766,Low-Value,Urban,1786.6763559973094,114,4.731851600156835,49,18.057218258681317,Default,0,0,1
1767,Medium-Value,Urban,704.5562109671386,95,9.130130653294524,11,28.50535868478505,Paid on Time,2,0,0
1768,Medium-Value,Urban,415.37572104736506,68,4.264796450810589,35,21.29673977799312,Paid on Time,2,0,0
1769,Medium-Value,Urban,1517.1953036244163,7,2.125097380808593,39,9.014236098104837,Default,0,1,1
